IdCompra,Fecha,Fecha_Año,Fecha_Mes,Fecha_Periodo,IdProducto,Cantidad,Precio,IdProveedor,Outliers,Total_Compra
2413,4/29/2016,2016,4,201604,42978,19,73.22,7,1.0,1391.18
2414,4/29/2016,2016,4,201604,42981,8,40.69,4,1.0,325.52
2415,4/29/2016,2016,4,201604,42982,4,9.67,11,1.0,38.68
2416,5/27/2016,2016,5,201605,42832,9,629.7,10,1.0,5667.3
2417,5/27/2016,2016,5,201605,42833,3,525.37,7,1.0,1576.1100000000001
2418,5/27/2016,2016,5,201605,42834,9,614.73,4,1.0,5532.57
2419,5/27/2016,2016,5,201605,42836,16,608.92,12,1.0,9742.72
2420,5/27/2016,2016,5,201605,42837,15,302.66,13,1.0,4539.900000000001
2421,5/27/2016,2016,5,201605,42838,4,625.16,5,1.0,2500.64
2422,5/27/2016,2016,5,201605,42841,5,262.08,12,1.0,1310.3999999999999
2423,5/27/2016,2016,5,201605,42843,2,500.64,4,1.0,1001.28
2424,5/27/2016,2016,5,201605,42844,2,1283.81,9,1.0,2567.62
2425,5/27/2016,2016,5,201605,42846,17,2206.36,10,1.0,37508.12
2426,5/27/2016,2016,5,201605,42857,13,358.03,12,1.0,4654.389999999999
2427,5/27/2016,2016,5,201605,42858,16,362.83,9,1.0,5805.28
2428,5/27/2016,2016,5,201605,42863,17,255.79,11,1.0,4348.43
2429,5/27/2016,2016,5,201605,42983,7,218.19,8,1.0,1527.33
2430,5/27/2016,2016,5,201605,42907,10,345.08,7,1.0,3450.7999999999997
2431,5/27/2016,2016,5,201605,42908,4,1031.265,8,1.0,4125.06
2432,5/27/2016,2016,5,201605,42911,3,1157.16,10,1.0,3471.4800000000005
2433,5/27/2016,2016,5,201605,42913,17,931.56,2,1.0,15836.519999999999
2434,5/27/2016,2016,5,201605,42914,5,974.97,2,1.0,4874.85
2435,5/27/2016,2016,5,201605,42916,14,877.57,10,1.0,12285.980000000001
2436,5/27/2016,2016,5,201605,42919,14,454.53,9,1.0,6363.42
2437,5/27/2016,2016,5,201605,42920,11,573.13,11,1.0,6304.43
2438,5/27/2016,2016,5,201605,42924,1,467.03,5,1.0,467.03
2439,5/27/2016,2016,5,201605,42934,21,1371.98,2,1.0,28811.58
2440,5/27/2016,2016,5,201605,42937,3,1907.96,5,1.0,5723.88
2441,5/27/2016,2016,5,201605,42938,9,2120.81,8,1.0,19087.29
2442,5/27/2016,2016,5,201605,42940,10,1672.08,5,1.0,16720.8
2443,5/27/2016,2016,5,201605,42941,13,2071.44,12,1.0,26928.72
2444,5/27/2016,2016,5,201605,42942,1,1913.29,10,1.0,1913.29
2445,5/27/2016,2016,5,201605,42945,1,2101.19,12,1.0,2101.19
2446,5/27/2016,2016,5,201605,42946,4,1682.54,8,1.0,6730.16
2447,5/27/2016,2016,5,201605,42947,8,1992.19,3,1.0,15937.52
2448,5/27/2016,2016,5,201605,42954,5,1745.63,6,1.0,8728.150000000001
2449,5/27/2016,2016,5,201605,42958,17,2447.5965,5,0.0,41609.1405
2450,5/27/2016,2016,5,201605,42959,10,2556.975,10,0.0,25569.75
2451,5/27/2016,2016,5,201605,42960,12,2591.7654545454548,2,0.0,31101.185454545455
2452,5/27/2016,2016,5,201605,42962,1,1583.39,9,1.0,1583.39
2453,5/27/2016,2016,5,201605,42965,7,1446.26,14,1.0,10123.82
2454,5/27/2016,2016,5,201605,42966,2,2207.83,12,1.0,4415.66
2455,5/27/2016,2016,5,201605,42967,3,2024.57,8,1.0,6073.71
2456,5/27/2016,2016,5,201605,42969,8,2597.52,3,1.0,20780.16
2457,5/27/2016,2016,5,201605,42970,9,2053.85,6,1.0,18484.649999999998
2458,5/27/2016,2016,5,201605,43029,8,746.69,13,1.0,5973.52
2459,5/27/2016,2016,5,201605,43036,4,538.7,5,1.0,2154.8
2460,5/27/2016,2016,5,201605,43037,2,791.65,6,1.0,1583.3
2461,5/27/2016,2016,5,201605,43038,10,873.71,10,1.0,8737.1
2462,5/27/2016,2016,5,201605,43040,3,527.4911111111111,4,0.0,1582.4733333333334
2463,5/27/2016,2016,5,201605,43042,8,707.95,2,1.0,5663.6
2464,5/27/2016,2016,5,201605,43043,5,908.08,7,1.0,4540.400000000001
2465,5/27/2016,2016,5,201605,42819,5,541.34,4,1.0,2706.7000000000003
2466,5/27/2016,2016,5,201605,42820,4,507.57,5,1.0,2030.28
2467,5/27/2016,2016,5,201605,42823,3,561.55,3,1.0,1684.6499999999999
2468,5/27/2016,2016,5,201605,42824,4,395.6,12,1.0,1582.4
2469,5/27/2016,2016,5,201605,42825,6,419.71,11,1.0,2518.2599999999998
2470,5/27/2016,2016,5,201605,42828,5,654.69,13,1.0,3273.4500000000003
2471,5/27/2016,2016,5,201605,42830,22,364.37,14,1.0,8016.14
2472,5/27/2016,2016,5,201605,42848,13,985.64,10,1.0,12813.32
2473,5/27/2016,2016,5,201605,42849,9,969.44,13,1.0,8724.960000000001
2474,5/27/2016,2016,5,201605,42810,6,945.17,8,1.0,5671.0199999999995
2475,5/27/2016,2016,5,201605,42811,6,1967.92,11,1.0,11807.52
2476,5/27/2016,2016,5,201605,42813,13,229.12,10,1.0,2978.56
2477,5/27/2016,2016,5,201605,42815,8,443.14,6,1.0,3545.12
2478,5/27/2016,2016,5,201605,42902,3,198.15,3,1.0,594.45
2479,5/27/2016,2016,5,201605,42903,13,192.55885714285716,8,1.0,2503.265142857143
2480,5/27/2016,2016,5,201605,42904,9,87.13,6,1.0,784.17
2481,5/27/2016,2016,5,201605,42737,6,1008.69,7,1.0,6052.14
2482,5/27/2016,2016,5,201605,42864,1,128.44,2,1.0,128.44
2483,5/27/2016,2016,5,201605,42867,7,120.78,8,1.0,845.46
2484,5/27/2016,2016,5,201605,42869,16,144.66,4,1.0,2314.56
2485,5/27/2016,2016,5,201605,42871,9,429.08,13,1.0,3861.72
2486,5/27/2016,2016,5,201605,42872,2,375.71,11,1.0,751.42
2487,5/27/2016,2016,5,201605,42875,4,439.44,11,1.0,1757.76
2488,5/27/2016,2016,5,201605,42876,4,370.74,12,1.0,1482.96
2489,5/27/2016,2016,5,201605,42879,17,434.65,8,1.0,7389.049999999999
2490,5/27/2016,2016,5,201605,42880,10,346.02,14,1.0,3460.2
2491,5/27/2016,2016,5,201605,42883,7,336.35,12,1.0,2354.4500000000003
2492,5/27/2016,2016,5,201605,42886,9,372.87,13,1.0,3355.83
2493,5/27/2016,2016,5,201605,42888,8,330.58,1,1.0,2644.64
2494,5/27/2016,2016,5,201605,42889,4,354.52,13,1.0,1418.08
2495,5/27/2016,2016,5,201605,42898,9,385.04,11,1.0,3465.36
2496,5/27/2016,2016,5,201605,42985,17,910.91,8,1.0,15485.47
2497,5/27/2016,2016,5,201605,42987,3,302.47,6,1.0,907.4100000000001
2498,5/27/2016,2016,5,201605,42988,2,462.57,5,1.0,925.14
2499,5/27/2016,2016,5,201605,42989,6,319.13,7,1.0,1914.78
2500,5/27/2016,2016,5,201605,42992,15,417.26,8,1.0,6258.9
2501,5/27/2016,2016,5,201605,42993,3,354.31,9,1.0,1062.93
2502,5/27/2016,2016,5,201605,42995,11,270.13,6,1.0,2971.43
2503,5/27/2016,2016,5,201605,42996,4,362.75,5,1.0,1451.0
2504,5/27/2016,2016,5,201605,42997,2,381.38,2,1.0,762.76
2505,5/27/2016,2016,5,201605,42998,4,422.99,1,1.0,1691.96
2506,5/27/2016,2016,5,201605,43000,2,275.71,14,1.0,551.42
2507,5/27/2016,2016,5,201605,43001,9,491.64,6,1.0,4424.76
2508,5/27/2016,2016,5,201605,43002,3,259.08,8,1.0,777.24
2509,5/27/2016,2016,5,201605,43005,7,262.83,4,1.0,1839.81
2510,5/27/2016,2016,5,201605,43006,9,336.36,12,1.0,3027.2400000000002
2511,5/27/2016,2016,5,201605,43007,16,322.25,5,1.0,5156.0
2512,5/27/2016,2016,5,201605,43008,19,279.0637837837838,3,1.0,5302.211891891891
2513,5/27/2016,2016,5,201605,43011,6,298.29,7,1.0,1789.7400000000002
2514,5/27/2016,2016,5,201605,43014,18,367.87,8,1.0,6621.66
2515,5/27/2016,2016,5,201605,43015,5,296.1,2,1.0,1480.5
2516,5/27/2016,2016,5,201605,43016,2,298.8,7,1.0,597.6
2517,5/27/2016,2016,5,201605,43018,7,305.67,10,1.0,2139.69
2518,5/27/2016,2016,5,201605,43019,4,325.47,10,1.0,1301.88
2519,5/27/2016,2016,5,201605,43020,18,426.97,5,1.0,7685.460000000001
2520,5/27/2016,2016,5,201605,43021,8,304.62,5,1.0,2436.96
2521,5/27/2016,2016,5,201605,43023,17,455.67,2,1.0,7746.39
2522,5/27/2016,2016,5,201605,42755,12,848.45,3,1.0,10181.400000000001
2523,5/27/2016,2016,5,201605,42759,16,1357.37,6,1.0,21717.92
2524,5/27/2016,2016,5,201605,42760,2,1124.25,10,1.0,2248.5
2525,5/27/2016,2016,5,201605,42761,11,1078.01,8,1.0,11858.11
2526,5/27/2016,2016,5,201605,42762,7,1583.44,8,1.0,11084.08
2527,5/27/2016,2016,5,201605,42763,9,1534.83,11,1.0,13813.47
2528,5/27/2016,2016,5,201605,42764,19,917.77,12,1.0,17437.63
2529,5/27/2016,2016,5,201605,42766,5,746.4364702544216,3,0.0,3732.182351272108
2530,5/27/2016,2016,5,201605,42770,4,2579.04,2,1.0,10316.16
2531,5/27/2016,2016,5,201605,42771,20,1575.69,2,1.0,31513.800000000003
2532,5/27/2016,2016,5,201605,42772,10,746.4364702544216,2,0.0,7464.364702544216
2533,5/27/2016,2016,5,201605,42774,8,746.4364702544216,11,0.0,5971.491762035373
2534,5/27/2016,2016,5,201605,42775,4,2134.66,10,1.0,8538.64
2535,5/27/2016,2016,5,201605,42776,15,942.04,2,1.0,14130.599999999999
2536,5/27/2016,2016,5,201605,42779,1,746.4364702544216,5,0.0,746.4364702544216
2537,5/27/2016,2016,5,201605,42780,8,2467.18,5,1.0,19737.44
2538,5/27/2016,2016,5,201605,42782,2,2159.45,10,1.0,4318.9
2539,5/27/2016,2016,5,201605,42783,4,1641.38,2,1.0,6565.52
2540,5/27/2016,2016,5,201605,42787,14,907.18,10,1.0,12700.519999999999
2541,5/27/2016,2016,5,201605,42789,14,139.84,10,1.0,1957.76
2542,5/27/2016,2016,5,201605,42791,4,203.65,5,1.0,814.6
2543,5/27/2016,2016,5,201605,42792,19,365.35,11,1.0,6941.650000000001
2544,5/27/2016,2016,5,201605,42797,20,746.4364702544216,3,0.0,14928.729405088432
2545,5/27/2016,2016,5,201605,42850,3,185.64,8,1.0,556.92
2546,5/27/2016,2016,5,201605,42851,7,102.22,14,1.0,715.54
2547,5/27/2016,2016,5,201605,42927,2,66.0,14,1.0,132.0
2548,5/27/2016,2016,5,201605,42931,8,218.79,10,1.0,1750.32
2549,5/27/2016,2016,5,201605,42853,8,464.98,4,1.0,3719.84
2550,5/27/2016,2016,5,201605,42870,15,130.83,5,1.0,1962.4500000000003
2551,5/27/2016,2016,5,201605,42900,2,179.45,11,1.0,358.9
2552,5/27/2016,2016,5,201605,42928,10,92.45,6,1.0,924.5
2553,5/27/2016,2016,5,201605,42974,1,160.66,2,1.0,160.66
2554,5/27/2016,2016,5,201605,42976,8,165.59,3,1.0,1324.72
2555,5/27/2016,2016,5,201605,42978,6,73.82,6,1.0,442.91999999999996
2556,5/27/2016,2016,5,201605,42980,9,72.2,9,1.0,649.8000000000001
2557,5/27/2016,2016,5,201605,42981,4,34.76,11,1.0,139.04
2558,6/24/2016,2016,6,201606,42832,14,632.42,11,1.0,8853.88
2559,6/24/2016,2016,6,201606,42833,4,605.98,4,1.0,2423.92
2560,6/24/2016,2016,6,201606,42834,4,601.41,3,1.0,2405.64
2561,6/24/2016,2016,6,201606,42835,6,640.22,8,1.0,3841.32
2562,6/24/2016,2016,6,201606,42837,3,309.2,11,1.0,927.5999999999999
2563,6/24/2016,2016,6,201606,42838,12,692.73,8,1.0,8312.76
2564,6/24/2016,2016,6,201606,42839,3,266.82,10,1.0,800.46
2565,6/24/2016,2016,6,201606,42840,18,272.85,6,1.0,4911.3
2566,6/24/2016,2016,6,201606,42843,14,540.49,7,1.0,7566.860000000001
2567,6/24/2016,2016,6,201606,42844,6,1351.43,6,1.0,8108.58
2568,6/24/2016,2016,6,201606,42846,23,2248.96,4,1.0,51726.08
2569,6/24/2016,2016,6,201606,42857,12,351.99,1,1.0,4223.88
2570,6/24/2016,2016,6,201606,42858,4,314.47,4,1.0,1257.88
2571,6/24/2016,2016,6,201606,42859,13,416.32,9,1.0,5412.16
2572,6/24/2016,2016,6,201606,42861,11,425.91,6,1.0,4685.01
2573,6/24/2016,2016,6,201606,42862,4,353.8178947368421,2,1.0,1415.2715789473684
2574,6/24/2016,2016,6,201606,42907,4,350.14,11,1.0,1400.56
2575,6/24/2016,2016,6,201606,42911,9,1109.2,10,1.0,9982.800000000001
2576,6/24/2016,2016,6,201606,42913,7,908.35,8,1.0,6358.45
2577,6/24/2016,2016,6,201606,42916,10,827.42,10,1.0,8274.199999999999
2578,6/24/2016,2016,6,201606,42918,9,585.59,7,1.0,5270.31
2579,6/24/2016,2016,6,201606,42919,5,457.66,14,1.0,2288.3
2580,6/24/2016,2016,6,201606,42920,1,586.69,9,1.0,586.69
2581,6/24/2016,2016,6,201606,42922,3,587.37,13,1.0,1762.1100000000001
2582,6/24/2016,2016,6,201606,42925,7,2.21,6,1.0,15.469999999999999
2583,6/24/2016,2016,6,201606,42933,23,872.53,8,1.0,20068.19
2584,6/24/2016,2016,6,201606,42934,4,1410.89,2,1.0,5643.56
2585,6/24/2016,2016,6,201606,42935,20,1664.22,10,1.0,33284.4
2586,6/24/2016,2016,6,201606,42938,17,1916.77,12,1.0,32585.09
2587,6/24/2016,2016,6,201606,42939,7,2022.533,8,1.0,14157.731
2588,6/24/2016,2016,6,201606,42942,8,1970.17,13,1.0,15761.36
2589,6/24/2016,2016,6,201606,42943,2,1480.0,11,1.0,2960.0
2590,6/24/2016,2016,6,201606,42944,6,2629.76,3,1.0,15778.560000000001
2591,6/24/2016,2016,6,201606,42945,4,2018.86,5,1.0,8075.44
2592,6/24/2016,2016,6,201606,42946,9,1415.34,8,1.0,12738.06
2593,6/24/2016,2016,6,201606,42947,16,2156.65,9,1.0,34506.4
2594,6/24/2016,2016,6,201606,42948,12,1748.24,2,1.0,20978.88
2595,6/24/2016,2016,6,201606,42950,8,1617.18,5,1.0,12937.44
2596,6/24/2016,2016,6,201606,42951,4,2310.64,9,1.0,9242.56
2597,6/24/2016,2016,6,201606,42952,7,2549.745294117647,11,0.0,17848.21705882353
2598,6/24/2016,2016,6,201606,42954,7,1657.73,13,1.0,11604.11
2599,6/24/2016,2016,6,201606,42955,2,1620.21,13,1.0,3240.42
2600,6/24/2016,2016,6,201606,42956,2,1377.37,3,1.0,2754.74
2601,6/24/2016,2016,6,201606,42957,3,2112.42,10,1.0,6337.26
2602,6/24/2016,2016,6,201606,42960,17,2576.84,12,1.0,43806.28
2603,6/24/2016,2016,6,201606,42964,21,2047.37,9,1.0,42994.77
2604,6/24/2016,2016,6,201606,42965,13,1670.86,6,1.0,21721.18
2605,6/24/2016,2016,6,201606,42970,9,1879.54,3,1.0,16915.86
2606,6/24/2016,2016,6,201606,43031,7,865.42,8,1.0,6057.94
2607,6/24/2016,2016,6,201606,43032,11,591.52,9,1.0,6506.719999999999
2608,6/24/2016,2016,6,201606,43033,5,752.13,7,1.0,3760.65
2609,6/24/2016,2016,6,201606,43034,9,685.0991666666666,3,0.0,6165.8925
2610,6/24/2016,2016,6,201606,43039,5,635.69,7,1.0,3178.4500000000003
2611,6/24/2016,2016,6,201606,43041,3,490.24,4,1.0,1470.72
2612,6/24/2016,2016,6,201606,43042,16,769.13,9,1.0,12306.08
2613,6/24/2016,2016,6,201606,42816,12,874.86,11,1.0,10498.32
2614,6/24/2016,2016,6,201606,42817,6,573.7967647058823,9,0.0,3442.780588235294
2615,6/24/2016,2016,6,201606,42818,1,1201.82,8,1.0,1201.82
2616,6/24/2016,2016,6,201606,42820,2,457.15,12,1.0,914.3
2617,6/24/2016,2016,6,201606,42821,11,459.1181578947369,5,1.0,5050.299736842106
2618,6/24/2016,2016,6,201606,42822,15,624.32,10,1.0,9364.800000000001
2619,6/24/2016,2016,6,201606,42823,9,584.5,13,1.0,5260.5
2620,6/24/2016,2016,6,201606,42825,7,368.85,8,1.0,2581.9500000000003
2621,6/24/2016,2016,6,201606,42826,11,428.15,11,1.0,4709.65
2622,6/24/2016,2016,6,201606,42828,12,711.67,2,1.0,8540.039999999999
2623,6/24/2016,2016,6,201606,42829,3,643.95,7,1.0,1931.8500000000001
2624,6/24/2016,2016,6,201606,42831,9,238.41,9,1.0,2145.69
2625,6/24/2016,2016,6,201606,42848,5,979.18,4,1.0,4895.9
2626,6/24/2016,2016,6,201606,42849,12,1099.54,9,1.0,13194.48
2627,6/24/2016,2016,6,201606,42815,4,477.29,12,1.0,1909.16
2628,6/24/2016,2016,6,201606,42904,5,86.22,9,1.0,431.1
2629,6/24/2016,2016,6,201606,42905,8,363.9,13,1.0,2911.2
2630,6/24/2016,2016,6,201606,42906,21,255.96,5,1.0,5375.16
2631,6/24/2016,2016,6,201606,42737,2,1068.83,4,1.0,2137.66
2632,6/24/2016,2016,6,201606,42864,6,127.83,13,1.0,766.98
2633,6/24/2016,2016,6,201606,42865,10,155.68,2,1.0,1556.8000000000002
2634,6/24/2016,2016,6,201606,42867,6,127.41,13,1.0,764.46
2635,6/24/2016,2016,6,201606,42869,8,139.2,5,1.0,1113.6
2636,6/24/2016,2016,6,201606,42872,8,377.26,10,1.0,3018.08
2637,6/24/2016,2016,6,201606,42874,18,339.83,8,1.0,6116.94
2638,6/24/2016,2016,6,201606,42876,12,424.86,12,1.0,5098.32
2639,6/24/2016,2016,6,201606,42878,6,397.02,9,1.0,2382.12
2640,6/24/2016,2016,6,201606,42880,7,354.55,9,1.0,2481.85
2641,6/24/2016,2016,6,201606,42881,18,352.71,9,1.0,6348.78
2642,6/24/2016,2016,6,201606,42884,5,380.99,7,1.0,1904.95
2643,6/24/2016,2016,6,201606,42887,10,338.55,2,1.0,3385.5
2644,6/24/2016,2016,6,201606,42888,14,363.58,10,1.0,5090.12
2645,6/24/2016,2016,6,201606,42889,19,335.24,4,1.0,6369.56
2646,6/24/2016,2016,6,201606,42890,8,393.15,4,1.0,3145.2
2647,6/24/2016,2016,6,201606,42891,14,358.7,8,1.0,5021.8
2648,6/24/2016,2016,6,201606,42894,5,364.88,1,1.0,1824.4
2649,6/24/2016,2016,6,201606,42896,5,347.3,6,1.0,1736.5
2650,6/24/2016,2016,6,201606,42897,7,319.54,13,1.0,2236.78
2651,6/24/2016,2016,6,201606,42985,17,917.12,8,1.0,15591.04
2652,6/24/2016,2016,6,201606,42986,8,226.03,12,1.0,1808.24
2653,6/24/2016,2016,6,201606,42987,5,307.05,3,1.0,1535.25
2654,6/24/2016,2016,6,201606,42988,18,376.08,4,1.0,6769.44
2655,6/24/2016,2016,6,201606,42989,5,301.93,5,1.0,1509.65
2656,6/24/2016,2016,6,201606,42992,9,402.12,4,1.0,3619.08
2657,6/24/2016,2016,6,201606,42993,13,354.46,4,1.0,4607.98
2658,6/24/2016,2016,6,201606,43000,20,255.49,4,1.0,5109.8
2659,6/24/2016,2016,6,201606,43002,3,320.26,9,1.0,960.78
2660,6/24/2016,2016,6,201606,43003,2,283.94,12,1.0,567.88
2661,6/24/2016,2016,6,201606,43005,8,296.57,11,1.0,2372.56
2662,6/24/2016,2016,6,201606,43009,9,343.56,7,1.0,3092.04
2663,6/24/2016,2016,6,201606,43010,2,309.06,11,1.0,618.12
2664,6/24/2016,2016,6,201606,43012,8,312.31,10,1.0,2498.48
2665,6/24/2016,2016,6,201606,43013,5,222.14,14,1.0,1110.6999999999998
2666,6/24/2016,2016,6,201606,43014,9,334.35,5,1.0,3009.15
2667,6/24/2016,2016,6,201606,43020,10,415.63,13,1.0,4156.3
2668,6/24/2016,2016,6,201606,43022,12,329.65,13,1.0,3955.7999999999997
2669,6/24/2016,2016,6,201606,43023,3,466.06,7,1.0,1398.18
2670,6/24/2016,2016,6,201606,43024,9,352.88,9,1.0,3175.92
2671,6/24/2016,2016,6,201606,43025,11,330.47,6,1.0,3635.17
2672,6/24/2016,2016,6,201606,43026,14,378.31,10,1.0,5296.34
2673,6/24/2016,2016,6,201606,42754,8,841.45,13,1.0,6731.6
2674,6/24/2016,2016,6,201606,42755,7,781.54,9,1.0,5470.78
2675,6/24/2016,2016,6,201606,42756,5,491.26,3,1.0,2456.3
2676,6/24/2016,2016,6,201606,42757,8,1402.3,11,1.0,11218.4
2677,6/24/2016,2016,6,201606,42761,5,968.97,14,1.0,4844.85
2678,6/24/2016,2016,6,201606,42763,5,1638.3,4,1.0,8191.5
2679,6/24/2016,2016,6,201606,42765,6,1498.36,3,1.0,8990.16
2680,6/24/2016,2016,6,201606,42768,4,1457.08,12,1.0,5828.32
2681,6/24/2016,2016,6,201606,42769,22,2202.86,9,1.0,48462.920000000006
2682,6/24/2016,2016,6,201606,42771,3,1774.584193548387,7,0.0,5323.752580645161
2683,6/24/2016,2016,6,201606,42773,10,746.4364702544216,5,0.0,7464.364702544216
2684,6/24/2016,2016,6,201606,42776,2,1133.52,5,1.0,2267.04
2685,6/24/2016,2016,6,201606,42777,8,1939.96,10,1.0,15519.68
2686,6/24/2016,2016,6,201606,42778,10,2194.94,9,1.0,21949.4
2687,6/24/2016,2016,6,201606,42780,11,2665.1,13,1.0,29316.1
2688,6/24/2016,2016,6,201606,42781,11,1284.87,10,1.0,14133.57
2689,6/24/2016,2016,6,201606,42783,8,1753.2,8,1.0,14025.6
2690,6/24/2016,2016,6,201606,42785,11,1060.02,9,1.0,11660.22
2691,6/24/2016,2016,6,201606,42787,4,1071.5,3,1.0,4286.0
2692,6/24/2016,2016,6,201606,42788,12,260.1,10,1.0,3121.2000000000003
2693,6/24/2016,2016,6,201606,42790,9,564.75,6,1.0,5082.75
2694,6/24/2016,2016,6,201606,42793,8,674.25,13,1.0,5394.0
2695,6/24/2016,2016,6,201606,42794,1,208.39,13,1.0,208.39
2696,6/24/2016,2016,6,201606,42795,13,388.78,7,1.0,5054.139999999999
2697,6/24/2016,2016,6,201606,42798,19,985.37,5,1.0,18722.03
2698,6/24/2016,2016,6,201606,42800,2,1195.01,12,1.0,2390.02
2699,6/24/2016,2016,6,201606,42801,10,1963.56,13,1.0,19635.6
2700,6/24/2016,2016,6,201606,42851,4,82.82,9,1.0,331.28
2701,6/24/2016,2016,6,201606,42926,6,51.07,2,1.0,306.42
2702,6/24/2016,2016,6,201606,42929,1,255.91,5,1.0,255.91
2703,6/24/2016,2016,6,201606,42930,10,112.91,13,1.0,1129.1
2704,6/24/2016,2016,6,201606,42931,6,252.0,4,1.0,1512.0
2705,6/24/2016,2016,6,201606,42852,6,103.28,2,1.0,619.6800000000001
2706,6/24/2016,2016,6,201606,42899,19,151.27,6,1.0,2874.13
2707,6/24/2016,2016,6,201606,42901,1,130.2,3,1.0,130.2
2708,6/24/2016,2016,6,201606,42976,4,133.94,6,1.0,535.76
2709,6/24/2016,2016,6,201606,42979,11,75.71,9,1.0,832.81
2710,6/24/2016,2016,6,201606,42980,7,75.07,6,1.0,525.49
2711,6/24/2016,2016,6,201606,42982,7,10.3,11,1.0,72.10000000000001
2712,7/29/2016,2016,7,201607,42833,5,584.741590909091,2,0.0,2923.707954545455
2713,7/29/2016,2016,7,201607,42834,7,637.47,6,1.0,4462.29
2714,7/29/2016,2016,7,201607,42841,3,239.42,10,1.0,718.26
2715,7/29/2016,2016,7,201607,42842,3,279.03,3,1.0,837.0899999999999
2716,7/29/2016,2016,7,201607,42843,22,466.97,3,1.0,10273.34
2717,7/29/2016,2016,7,201607,42845,16,558.27,13,1.0,8932.32
2718,7/29/2016,2016,7,201607,42856,3,299.65,7,1.0,898.9499999999999
2719,7/29/2016,2016,7,201607,42857,6,394.45,3,1.0,2366.7
2720,7/29/2016,2016,7,201607,42858,5,303.38,5,1.0,1516.9
2721,7/29/2016,2016,7,201607,42862,12,312.75,7,1.0,3753.0
2722,7/29/2016,2016,7,201607,42983,12,228.97,11,1.0,2747.64
2723,7/29/2016,2016,7,201607,42907,13,296.96,5,1.0,3860.4799999999996
2724,7/29/2016,2016,7,201607,42911,7,1136.87,2,1.0,7958.089999999999
2725,7/29/2016,2016,7,201607,42915,22,1155.36,9,1.0,25417.92
2726,7/29/2016,2016,7,201607,42916,3,826.62,2,1.0,2479.86
2727,7/29/2016,2016,7,201607,42917,5,746.4364702544216,14,0.0,3732.182351272108
2728,7/29/2016,2016,7,201607,42918,8,546.15,12,1.0,4369.2
2729,7/29/2016,2016,7,201607,42919,4,410.33,12,1.0,1641.32
2730,7/29/2016,2016,7,201607,42923,10,530.4,3,1.0,5304.0
2731,7/29/2016,2016,7,201607,42934,7,1091.4,5,1.0,7639.800000000001
2732,7/29/2016,2016,7,201607,42936,19,2364.5848148148148,8,0.0,44927.11148148148
2733,7/29/2016,2016,7,201607,42940,7,1434.64,9,1.0,10042.480000000001
2734,7/29/2016,2016,7,201607,42941,7,2080.0534285714284,3,1.0,14560.374
2735,7/29/2016,2016,7,201607,42942,4,1861.53,2,1.0,7446.12
2736,7/29/2016,2016,7,201607,42943,5,1665.19,6,1.0,8325.95
2737,7/29/2016,2016,7,201607,42944,8,2468.3931034482757,13,0.0,19747.144827586206
2738,7/29/2016,2016,7,201607,42946,13,1544.3,2,1.0,20075.899999999998
2739,7/29/2016,2016,7,201607,42948,8,2021.01,7,1.0,16168.08
2740,7/29/2016,2016,7,201607,42949,10,1299.86,8,1.0,12998.599999999999
2741,7/29/2016,2016,7,201607,42951,15,1890.51,10,1.0,28357.65
2742,7/29/2016,2016,7,201607,42954,5,1746.29,3,1.0,8731.45
2743,7/29/2016,2016,7,201607,42955,6,1716.89,13,1.0,10301.34
2744,7/29/2016,2016,7,201607,42958,9,2447.5965,8,0.0,22028.3685
2745,7/29/2016,2016,7,201607,42960,5,2591.7654545454548,10,0.0,12958.827272727274
2746,7/29/2016,2016,7,201607,42961,2,1734.76,7,1.0,3469.52
2747,7/29/2016,2016,7,201607,42963,4,1705.79,8,1.0,6823.16
2748,7/29/2016,2016,7,201607,42966,18,2080.18,2,1.0,37443.24
2749,7/29/2016,2016,7,201607,42968,8,2664.88,10,1.0,21319.04
2750,7/29/2016,2016,7,201607,42969,12,2447.72,6,1.0,29372.64
2751,7/29/2016,2016,7,201607,43028,6,679.77,14,1.0,4078.62
2752,7/29/2016,2016,7,201607,43029,3,782.34,8,1.0,2347.02
2753,7/29/2016,2016,7,201607,43030,8,852.62,13,1.0,6820.96
2754,7/29/2016,2016,7,201607,43032,8,682.7725,11,0.0,5462.18
2755,7/29/2016,2016,7,201607,43036,3,581.16,13,1.0,1743.48
2756,7/29/2016,2016,7,201607,43037,15,741.68,4,1.0,11125.199999999999
2757,7/29/2016,2016,7,201607,43039,17,565.98,1,1.0,9621.66
2758,7/29/2016,2016,7,201607,43043,11,862.27,5,1.0,9484.97
2759,7/29/2016,2016,7,201607,42816,8,963.7,3,1.0,7709.6
2760,7/29/2016,2016,7,201607,42817,7,609.29,1,1.0,4265.03
2761,7/29/2016,2016,7,201607,42820,5,458.9315555555555,12,1.0,2294.6577777777775
2762,7/29/2016,2016,7,201607,42821,4,431.76,9,1.0,1727.04
2763,7/29/2016,2016,7,201607,42824,15,434.84,9,1.0,6522.599999999999
2764,7/29/2016,2016,7,201607,42825,3,362.8,13,1.0,1088.4
2765,7/29/2016,2016,7,201607,42827,7,356.37,12,1.0,2494.59
2766,7/29/2016,2016,7,201607,42828,5,693.5,3,1.0,3467.5
2767,7/29/2016,2016,7,201607,42829,5,584.94,2,1.0,2924.7000000000003
