index,Latitud,Longitud,IdLocalidad,Localidad,IdProvincia,Provincia
948.0,-28.4159042,-65.10864096,10056050000,Tapso,10.0,Catamarca
949.0,-28.50211332,-65.438549,10056060000,Vilisman,10.0,Catamarca
950.0,-28.36167764,-65.72826902,10063010000,Collagasta,10.0,Catamarca
951.0,-28.30871737,-65.72220984,10063020000,Pomancillo Este,10.0,Catamarca
952.0,-28.31784325,-65.74234472,10063030000,Pomancillo Oeste,10.0,Catamarca
953.0,-28.41278845,-65.71753699,10063040001,El Hueco,10.0,Catamarca
954.0,-28.34955768,-65.70911959,10063040002,La Carrera,10.0,Catamarca
955.0,-28.41984873,-65.6988378,10063040003,La Falda De San Antonio,10.0,Catamarca
956.0,-28.37344735,-65.70812925,10063040004,La Tercena,10.0,Catamarca
957.0,-28.42377668,-65.70621343,10063040005,San Antonio,10.0,Catamarca
958.0,-28.38873215,-65.70627012,10063040006,San Jose,10.0,Catamarca
959.0,-28.27546652,-65.73343148,10063050000,Villa Las Pirquitas,10.0,Catamarca
960.0,-29.64928901,-65.51711516,10070010000,Casa De Piedra,10.0,Catamarca
961.0,-29.10661404,-65.33969521,10070020000,El Aybal,10.0,Catamarca
963.0,-29.19371842,-65.42334035,10070040000,El Divisadero,10.0,Catamarca
964.0,-29.95342144,-65.39264062,10070050000,El Quimilo,10.0,Catamarca
965.0,-29.37906619,-65.28982879,10070060000,Esquiu,10.0,Catamarca
966.0,-28.93088861,-65.29021581,10070070000,Icaño,10.0,Catamarca
967.0,-29.28043878,-65.47663219,10070080000,La Dorada,10.0,Catamarca
968.0,-29.54967315,-65.4504858,10070090000,La Guardia,10.0,Catamarca
969.0,-28.76446281,-65.11202102,10070100000,Las Esquinas,10.0,Catamarca
970.0,-28.64023969,-64.98707169,10070110000,Las Palmitas,10.0,Catamarca
971.0,-28.78830561,-65.10073023,10070120000,Quiros,10.0,Catamarca
972.0,-29.15828445,-65.37494548,10070130000,Ramblones,10.0,Catamarca
973.0,-29.27686112,-65.05656416,10070140000,Recreo,10.0,Catamarca
975.0,-28.26803638,-65.64621081,10077010000,Amadores,10.0,Catamarca
976.0,-27.9877541,-65.68860694,10077020000,El Rosario,10.0,Catamarca
977.0,-28.39205249,-65.62826499,10077030000,La Bajada,10.0,Catamarca
978.0,-27.93528286,-65.69936749,10077040000,La Higuera,10.0,Catamarca
979.0,-28.15376491,-65.66960624,10077050000,La Merced,10.0,Catamarca
980.0,-28.04444578,-65.60793836,10077060000,La Viña,10.0,Catamarca
981.0,-27.82691336,-65.74010793,10077070000,Las Lajas,10.0,Catamarca
982.0,-28.19124607,-65.67067501,10077080000,Monte Potrero,10.0,Catamarca
983.0,-28.33609345,-65.62742991,10077090000,Palo Labrado,10.0,Catamarca
985.0,-27.87835756,-65.71907589,10077110000,Villa De Balcozna,10.0,Catamarca
986.0,-28.30063379,-66.16597918,10084010000,Apoyaco,10.0,Catamarca
987.0,-28.34328773,-66.12225591,10084020000,Colana,10.0,Catamarca
989.0,-28.37731485,-66.30170927,10084040000,El Pajonal,10.0,Catamarca
990.0,-28.07310197,-66.14355698,10084050000,Joyango,10.0,Catamarca
991.0,-28.31784557,-66.14206429,10084060000,Mutquin,10.0,Catamarca
992.0,-28.39278011,-66.2220824,10084070000,Poman,10.0,Catamarca
993.0,-28.20226311,-66.14879913,10084080000,Rincon,10.0,Catamarca
994.0,-28.1297413,-66.20195652,10084090000,San Miguel,10.0,Catamarca
995.0,-28.17333708,-66.21451486,10084100000,Saujil,10.0,Catamarca
996.0,-28.26235589,-66.22092992,10084110000,Sijan,10.0,Catamarca
997.0,-26.84794273,-66.02440686,10091010000,Andalhuala,10.0,Catamarca
998.0,-26.685929,-65.97079499,10091020000,Caspichango,10.0,Catamarca
999.0,-26.75883429,-66.04930672,10091030001,Chañar Punco,10.0,Catamarca
1000.0,-26.7265982,-66.04369791,10091030002,Lampacito,10.0,Catamarca
1001.0,-26.75883429,-66.04930672,10091030003,Medanitos,10.0,Catamarca
1002.0,-26.39554769,-66.26419302,10091040000,El Cajon,10.0,Catamarca
1003.0,-26.90771687,-66.02042315,10091050000,El Desmonte,10.0,Catamarca
1004.0,-26.63076795,-66.0140419,10091060000,El Puesto,10.0,Catamarca
1005.0,-26.81011956,-66.05952214,10091070001,Famatanca,10.0,Catamarca
1006.0,-26.81011956,-66.05952214,10091070002,San Jose Banda,10.0,Catamarca
1007.0,-26.63043364,-66.06443737,10091080000,Fuerte Quemado,10.0,Catamarca
1008.0,-26.51890835,-66.36861097,10091090000,La Hoyada,10.0,Catamarca
1009.0,-26.75749908,-66.03310649,10091100000,La Loma,10.0,Catamarca
1010.0,-26.6988605,-66.03873344,10091110001,El Cerrito,10.0,Catamarca
1011.0,-26.6988605,-66.03873344,10091110002,Las Mojarras,10.0,Catamarca
1012.0,-26.73613837,-66.02178458,10091120000,Loro Huasi,10.0,Catamarca
1013.0,-26.9300944,-66.14872943,10091130000,Punta De Balasto,10.0,Catamarca
1016.0,-26.82745505,-66.05062745,10091140003,Palo Seco,10.0,Catamarca
1017.0,-26.7745985,-66.03625769,10091140004,San Jose Norte,10.0,Catamarca
1018.0,-26.79193313,-66.03787763,10091140005,San Jose Villa,10.0,Catamarca
1019.0,-26.68911671,-66.01888444,10091150000,Santa Maria,10.0,Catamarca
1020.0,-26.82898629,-66.01791668,10091160000,Yapes,10.0,Catamarca
1021.0,-28.17718127,-65.49159242,10098010000,Alijilan,10.0,Catamarca
1022.0,-28.10340034,-65.3076846,10098020000,Bañado De Ovanta,10.0,Catamarca
1023.0,-28.2098696,-65.2230167,10098030000,Las Cañas,10.0,Catamarca
1024.0,-28.19463381,-65.11378063,10098040000,Lavalle,10.0,Catamarca
1025.0,-28.04885905,-65.49736404,10098050000,Los Altos,10.0,Catamarca
1026.0,-28.14696565,-65.50732357,10098060000,Manantiales,10.0,Catamarca
1028.0,-27.90015285,-67.61428387,10105010000,Anillaco,10.0,Catamarca
1029.0,-27.23144556,-67.60805494,10105020000,Antinaco,10.0,Catamarca
1030.0,-28.06878506,-67.50770242,10105030000,Banda De Lucero,10.0,Catamarca
1031.0,-28.24324054,-67.14427318,10105040000,Cerro Negro,10.0,Catamarca
1032.0,-28.12439147,-67.4981014,10105050001,Copacabana,10.0,Catamarca
1034.0,-28.29797987,-67.16709044,10105060000,Cordobita,10.0,Catamarca
1035.0,-28.29495992,-67.70290249,10105070000,Costa De Reyes,10.0,Catamarca
1036.0,-28.28881833,-67.1234523,10105080000,El Pueblito,10.0,Catamarca
1038.0,-28.31202063,-67.25087932,10105100000,El Salado,10.0,Catamarca
1039.0,-27.69316213,-67.6085749,10105110001,Fiambala,10.0,Catamarca
1040.0,-27.64424277,-67.6139458,10105110002,La Ramadita,10.0,Catamarca
1041.0,-27.63543403,-67.61683897,10105110003,Pampa Blanca,10.0,Catamarca
1042.0,-28.2769854,-67.10744441,10105120000,Los Balverdis,10.0,Catamarca
1044.0,-27.33958528,-67.75922954,10105140000,Palo Blanco,10.0,Catamarca
1045.0,-27.21066682,-67.73179286,10105150000,Punta Del Agua,10.0,Catamarca
1047.0,-27.32701224,-67.47477018,10105170000,Taton,10.0,Catamarca
1048.0,-28.06375107,-67.58026958,10105180000,Tinogasta,10.0,Catamarca
1049.0,-28.48186804,-65.63513267,10112010000,El Portezuelo,10.0,Catamarca
1051.0,-28.64688896,-65.78899355,10112030000,Las Tejas,10.0,Catamarca
1053.0,-28.43338159,-65.72029734,10112040002,Polcos,10.0,Catamarca
1054.0,-28.46897899,-65.71950473,10112040003,Pozo Del Mistol,10.0,Catamarca
1055.0,-28.45831097,-65.72675767,10112040004,San Isidro,10.0,Catamarca
1056.0,-28.44780229,-65.7055329,10112040005,Santa Rosa,10.0,Catamarca
1057.0,-28.47464555,-65.743348,10112040006,Sumalao,10.0,Catamarca
1058.0,-28.44347392,-65.72153606,10112040007,Villa Dolores,10.0,Catamarca
1059.0,-28.49289465,-65.67444656,10112050000,Santa Cruz,10.0,Catamarca
1060.0,-32.17591652,-64.57654832,14007010000,Amboy,14.0,Cordoba
1061.0,-32.26205146,-64.59372532,14007020000,Arroyo San Antonio,14.0,Cordoba
1062.0,-32.36799916,-64.64252234,14007030000,Cañada Del Sauce,14.0,Cordoba
1063.0,-31.94202742,-64.61654061,14007040000,Capilla Vieja,14.0,Cordoba
1064.0,-32.14975907,-64.50159147,14007050000,El Corcovado - El Torreon,14.0,Cordoba
1065.0,-32.16956561,-64.77477105,14007055000,El Durazno,14.0,Cordoba
1066.0,-32.20650769,-64.40062268,14007060000,Embalse,14.0,Cordoba
1067.0,-32.30340557,-64.48310897,14007070000,La Cruz,14.0,Cordoba
1068.0,-31.89696439,-64.77515894,14007080000,La Cumbrecita,14.0,Cordoba
1069.0,-32.09540636,-64.33105355,14007090000,Las Bajadas,14.0,Cordoba
1070.0,-32.38936125,-64.51859234,14007100000,Las Caleras,14.0,Cordoba
1071.0,-32.32112777,-64.28100803,14007110000,Los Condores,14.0,Cordoba
1072.0,-31.85682232,-64.37795216,14007120000,Los Molinos,14.0,Cordoba
1074.0,-31.85829016,-64.37505779,14007120002,Villa San Miguel,14.0,Cordoba
1075.0,-31.91985608,-64.57550371,14007130000,Los Reartes,14.0,Cordoba
1076.0,-32.2989441,-64.72543792,14007140000,Lutti,14.0,Cordoba
1077.0,-32.02374431,-64.46416368,14007160000,Parque Calmayo,14.0,Cordoba
1078.0,-32.52655953,-64.58695308,14007170000,Rio De Los Sauces,14.0,Cordoba
1079.0,-31.97631551,-64.37330672,14007180000,San Agustin,14.0,Cordoba
1080.0,-32.16678567,-64.51639721,14007190000,San Ignacio (Loteo San Javier),14.0,Cordoba
1081.0,-32.07005782,-64.53763373,14007210000,Santa Rosa De Calamuchita,14.0,Cordoba
1082.0,-32.06659514,-64.57910186,14007210001,Santa Monica,14.0,Cordoba
1084.0,-32.09945127,-64.53375918,14007210003,San Ignacio (Loteo Velez Crespo),14.0,Cordoba
1085.0,-32.1650426,-64.37842259,14007220000,Segunda Usina,14.0,Cordoba
1086.0,-31.82622167,-64.51978027,14007230000,Solar De Los Molinos,14.0,Cordoba
1087.0,-31.9532611,-64.81325414,14007240000,Villa Alpina,14.0,Cordoba
1088.0,-32.18639283,-64.57045298,14007250000,Villa Amancay,14.0,Cordoba
1089.0,-31.90523826,-64.74288236,14007260000,Villa Berna,14.0,Cordoba
1090.0,-31.91187049,-64.52796135,14007270000,Villa Ciudad Parque Los Reartes (1A.Secc,14.0,Cordoba
1091.0,-31.90915761,-64.54568874,14007270001,Villa Ciudad Parque Los Reartes,14.0,Cordoba
1092.0,-31.90915761,-64.54568874,14007270002,Villa Ciudad Parques Los Reartes (1° Seccion),14.0,Cordoba
1093.0,-31.90915761,-64.54568874,14007270003,Villa Ciudad Parque Los Reartes (3° Seccion),14.0,Cordoba
1094.0,-32.16968372,-64.45679528,14007290000,Villa Del Dique,14.0,Cordoba
1095.0,-32.25426736,-64.58500392,14007300000,Villa El Tala,14.0,Cordoba
1096.0,-31.98082364,-64.56061915,14007310000,Villa General Belgrano,14.0,Cordoba
1097.0,-32.26673294,-64.52049288,14007320000,Villa La Rivera,14.0,Cordoba
1098.0,-32.23843654,-64.5210499,14007330000,Villa Quillinzo,14.0,Cordoba
1099.0,-32.18938134,-64.47920634,14007340000,Villa Rumipal,14.0,Cordoba
1100.0,-32.10378253,-64.75410283,14007360000,Villa Yacanto,14.0,Cordoba
1101.0,-31.41381662,-64.18333843,14014010000,Cordoba,14.0,Cordoba
1102.0,-31.36864063,-64.0603032,14014010001,Jardin Arenales,14.0,Cordoba
1103.0,-31.3961495,-64.06091435,14014010002,La Floresta,14.0,Cordoba
1105.0,-31.05822813,-64.29557936,14021010000,Agua De Oro,14.0,Cordoba
1106.0,-30.95946455,-64.27541656,14021020000,Ascochinga,14.0,Cordoba
1107.0,-31.198023,-64.28879243,14021025000,Barrio Nuevo Rio Ceballos,14.0,Cordoba
1108.0,-31.08641401,-64.3145341,14021030000,Canteras El Sauce,14.0,Cordoba
1109.0,-31.34290171,-64.39927188,14021040000,Casa Bamba,14.0,Cordoba
1110.0,-31.01723225,-64.06672861,14021050000,Colonia Caroya,14.0,Cordoba
1111.0,-31.23578593,-64.0672541,14021060000,Colonia Tirolesa,14.0,Cordoba
1112.0,-31.02778493,-64.01904565,14021070000,Colonia Vicente Aguero,14.0,Cordoba
1113.0,-31.44352944,-63.9963794,14021075000,Villa Corazon De Maria,14.0,Cordoba
1114.0,-30.98903535,-64.37784489,14021080000,Corral Quemado,14.0,Cordoba
1115.0,-31.30150801,-64.23822297,14021090000,Country Chacras De La Villa - Country Sa,14.0,Cordoba
1116.0,-31.29823107,-64.23714165,14021090001,Country Chacras De La Villa,14.0,Cordoba
1117.0,-31.30553364,-64.24801693,14021090002,Country San Isidro,14.0,Cordoba
1118.0,-31.08176171,-64.29983242,14021110000,El Manzano,14.0,Cordoba
1119.0,-31.27355505,-64.01505457,14021120000,Estacion Colonia Tirolesa,14.0,Cordoba
1120.0,-31.13411891,-64.14100566,14021130000,General Paz,14.0,Cordoba
1121.0,-30.98119374,-64.09577129,14021140000,Jesus Maria,14.0,Cordoba
1122.0,-31.34415418,-64.33680937,14021150000,La Calera,14.0,Cordoba
1123.0,-31.3321163,-64.33365986,14021150001,Dumesnil,14.0,Cordoba
1125.0,-31.35891436,-64.36509325,14021150003,El Diquecito,14.0,Cordoba
1126.0,-31.00543741,-64.26167835,14021160000,La Granja,14.0,Cordoba
1127.0,-31.30507266,-64.26258441,14021165000,La Morada,14.0,Cordoba
1128.0,-31.14193006,-64.04021882,14021170000,La Puerta,14.0,Cordoba
1129.0,-31.24089608,-64.2618872,14021175000,Las Corzuelas,14.0,Cordoba
1130.0,-31.01670703,-64.22538808,14021180000,Los Molles,14.0,Cordoba
1131.0,-31.36770254,-64.05031964,14021190000,Malvinas Argentinas,14.0,Cordoba
1132.0,-31.26346798,-64.30383365,14021200000,Mendiolaza,14.0,Cordoba
1133.0,-31.35011066,-63.9996451,14021210000,Mi Granja,14.0,Cordoba
1134.0,-31.21463567,-64.27682599,14021220000,Pajas Blancas,14.0,Cordoba
1135.0,-31.17485356,-64.30967618,14021230000,Rio Ceballos,14.0,Cordoba
1136.0,-31.31426968,-64.3129043,14021240000,Saldan,14.0,Cordoba
1137.0,-31.13883441,-64.29066104,14021250000,Salsipuedes,14.0,Cordoba
1138.0,-31.10655641,-64.29719451,14021250001,El Pueblito,14.0,Cordoba
1140.0,-31.2593058,-64.07531896,14021260000,Santa Elena,14.0,Cordoba
1141.0,-31.12387902,-63.89237778,14021270000,Tinoco,14.0,Cordoba
1142.0,-31.2319725,-64.31774256,14021280000,Unquillo,14.0,Cordoba
1143.0,-31.29220676,-64.29500777,14021290000,Villa Allende,14.0,Cordoba
1144.0,-31.07021399,-64.31973336,14021300000,Villa Cerro Azul,14.0,Cordoba
1145.0,-31.31013072,-64.18052708,14021310000,Villa El Fachinal - Parque Norte - Guiña,14.0,Cordoba
1146.0,-31.30671529,-64.17032536,14021310001,Guiñazu Norte,14.0,Cordoba
1147.0,-31.30007544,-64.17674287,14021310002,Parque Norte,14.0,Cordoba
1148.0,-31.30690735,-64.17853146,14021310004,1 De Agosto,14.0,Cordoba
1149.0,-31.30756721,-64.18148275,14021310005,Almirante Brown,14.0,Cordoba
1150.0,-31.29571965,-64.17686853,14021310006,Ciudad De Los Niños,14.0,Cordoba
1151.0,-31.30690735,-64.17853146,14021310007,Villa Pastora,14.0,Cordoba
1152.0,-31.27425712,-64.16411428,14021320000,Villa Los Llanos,14.0,Cordoba
1153.0,-31.25702273,-64.1651662,14021320001,Juarez Celman,14.0,Cordoba
1155.0,-30.54096581,-65.03843877,14028010000,Alto De Los Quebrachos,14.0,Cordoba
1156.0,-30.80443579,-65.04366202,14028020000,Bañado De Soto,14.0,Cordoba
1157.0,-30.86669329,-64.68290106,14028030000,Canteras Quilpo,14.0,Cordoba
1158.0,-31.06624663,-64.94253217,14028040000,Cruz De Caña,14.0,Cordoba
1159.0,-30.72185922,-64.80773773,14028050000,Cruz Del Eje,14.0,Cordoba
1160.0,-30.67221006,-64.86990703,14028060000,El Brete,14.0,Cordoba
1161.0,-30.73972071,-64.64849248,14028070000,El Rincon,14.0,Cordoba
1162.0,-30.47941318,-65.05976277,14028080000,Guanaco Muerto,14.0,Cordoba
1163.0,-30.76285922,-64.64598393,14028090000,La Banda,14.0,Cordoba
1164.0,-30.44176465,-65.42383865,14028100000,La Batea,14.0,Cordoba
1165.0,-31.01395484,-65.10203137,14028110000,La Higuera,14.0,Cordoba
1166.0,-30.93324795,-64.71897587,14028120000,Las Cañadas,14.0,Cordoba
1167.0,-30.68959001,-64.85088313,14028130000,Las Playas,14.0,Cordoba
1168.0,-30.57248239,-64.94107782,14028140000,Los Chañaritos,14.0,Cordoba
1169.0,-30.62331047,-64.95154061,14028150000,Media Naranja,14.0,Cordoba
1170.0,-30.76868358,-65.18647002,14028160000,Paso Viejo,14.0,Cordoba
1171.0,-30.78034206,-64.64685151,14028170000,San Marcos Sierra,14.0,Cordoba
1172.0,-30.63920263,-65.38130096,14028180000,Serrezuela,14.0,Cordoba
1173.0,-30.74852848,-65.23754107,14028190000,Tuclame,14.0,Cordoba
1174.0,-30.85297726,-64.99249973,14028200000,Villa De Soto,14.0,Cordoba
1175.0,-34.37608471,-64.49453992,14035010000,Del Campillo,14.0,Cordoba
1176.0,-34.49641104,-64.8094622,14035020000,Estacion Lecueder,14.0,Cordoba
1177.0,-34.7223142,-63.50801306,14035030000,Hipolito Bouchard,14.0,Cordoba
1178.0,-34.83972512,-64.37248768,14035040000,Huinca Renanco,14.0,Cordoba
1179.0,-34.79118207,-63.78120839,14035050000,Italo,14.0,Cordoba
1180.0,-34.48038673,-64.1695033,14035060000,Mattaldi,14.0,Cordoba
1181.0,-34.4382295,-64.33837073,14035070000,Nicolas Bruzzone,14.0,Cordoba
1182.0,-34.77030212,-63.67032307,14035080000,Onagoity,14.0,Cordoba
1183.0,-34.83792914,-63.91558047,14035090000,Pincen,14.0,Cordoba
1184.0,-34.84369378,-64.09877409,14035100000,Ranqueles,14.0,Cordoba
1185.0,-34.5147366,-63.94151094,14035110000,Santa Magdalena,14.0,Cordoba
1186.0,-34.83718177,-64.58335717,14035120000,Villa Huidobro,14.0,Cordoba
1187.0,-34.12161957,-64.72404994,14035130000,Villa Sarmiento,14.0,Cordoba
1188.0,-34.34085304,-64.91784494,14035140000,Villa Valeria,14.0,Cordoba
1189.0,-32.2019666,-63.16278619,14042010000,Arroyo Algodon,14.0,Cordoba
1190.0,-32.4889825,-63.40147945,14042020000,Arroyo Cabral,14.0,Cordoba
1191.0,-32.66138258,-63.24479738,14042030000,Ausonia,14.0,Cordoba
1192.0,-33.07725983,-63.27543529,14042040000,Chazon,14.0,Cordoba
1193.0,-32.94051571,-63.24725651,14042050000,Etruria,14.0,Cordoba
1194.0,-32.80141498,-63.24400457,14042060000,La Laguna,14.0,Cordoba
1195.0,-32.61558848,-63.40923521,14042070000,La Palestina,14.0,Cordoba
1196.0,-32.09969486,-63.03252896,14042080000,La Playosa,14.0,Cordoba
1197.0,-32.30296871,-63.23285558,14042090000,Las Mojarras,14.0,Cordoba
1198.0,-32.54019796,-63.47625364,14042100000,Luca,14.0,Cordoba
1199.0,-32.7470045,-63.34112543,14042110000,Pasco,14.0,Cordoba
1200.0,-32.52756004,-63.24796161,14042120000,Sanabria,14.0,Cordoba
1201.0,-32.25063381,-62.93165012,14042130000,Silvio Pellico,14.0,Cordoba
1202.0,-32.69192714,-63.43530444,14042140000,Ticino,14.0,Cordoba
1203.0,-32.28637391,-63.35401795,14042150000,Tio Pujio,14.0,Cordoba
1204.0,-32.4342176,-63.18445865,14042160000,Villa Albertina,14.0,Cordoba
1205.0,-32.41208361,-63.24999512,14042170000,Villa Maria,14.0,Cordoba
1206.0,-32.42882518,-63.24935925,14042180000,Villa Nueva,14.0,Cordoba
1207.0,-32.43433197,-63.28755916,14042190000,Villa Oeste,14.0,Cordoba
1208.0,-30.5946762,-64.20783934,14049010000,Avellaneda,14.0,Cordoba
1209.0,-30.77591832,-64.2182972,14049020000,Cañada De Rio Pinto,14.0,Cordoba
1210.0,-30.46872746,-64.67122877,14049030000,Chuña,14.0,Cordoba
1211.0,-30.61134862,-64.55556886,14049040000,Copacabana,14.0,Cordoba
1212.0,-30.42294094,-64.35166977,14049050000,Dean Funes,14.0,Cordoba
1213.0,-30.60161183,-64.90740333,14049060000,Esquina Del Alambre,14.0,Cordoba
1214.0,-30.51545167,-64.26644499,14049080000,Los Pozos,14.0,Cordoba
1215.0,-30.60205037,-64.84336537,14049090000,Olivares De San Nicolas,14.0,Cordoba
1216.0,-30.21595522,-64.5029777,14049100000,Quilino,14.0,Cordoba
1217.0,-30.4541583,-64.44756887,14049110000,San Pedro De Toyos,14.0,Cordoba
1218.0,-30.65695117,-64.18195908,14049120000,Villa Gutierrez,14.0,Cordoba
1219.0,-30.21011575,-64.47756742,14049130000,Villa Quilino,14.0,Cordoba
1220.0,-33.35645145,-63.72055039,14056010000,Alejandro Roca,14.0,Cordoba
1221.0,-33.6332962,-63.22590609,14056020000,Assunta,14.0,Cordoba
1222.0,-33.02741731,-63.67192779,14056030000,Bengolea,14.0,Cordoba
1223.0,-32.91531421,-64.02565806,14056040000,Carnerillo,14.0,Cordoba
1224.0,-33.02416773,-64.04582624,14056050000,Charras,14.0,Cordoba
1225.0,-33.66447873,-63.5392368,14056060000,El Rastreador,14.0,Cordoba
1226.0,-32.81189108,-63.87369657,14056070000,General Cabrera,14.0,Cordoba
1227.0,-32.75492912,-63.78503835,14056080000,General Deheza,14.0,Cordoba
1228.0,-33.66552273,-63.63726184,14056090000,Huanchillas,14.0,Cordoba
1229.0,-33.42016794,-63.29698026,14056100000,La Carlota,14.0,Cordoba
1230.0,-33.4000601,-63.47165156,14056110000,Los Cisnes,14.0,Cordoba
1231.0,-33.04348212,-63.90859574,14056120000,Olaeta,14.0,Cordoba
1232.0,-33.76005751,-63.48985898,14056130000,Pacheco De Melo,14.0,Cordoba
1233.0,-33.17045545,-64.04786701,14056140000,Paso Del Durazno,14.0,Cordoba
1234.0,-33.17675296,-63.28203587,14056150000,Santa Eufemia,14.0,Cordoba
1235.0,-33.03343928,-63.50825716,14056160000,Ucacha,14.0,Cordoba
1236.0,-33.20145563,-63.86222072,14056170000,Villa Reduccion,14.0,Cordoba
1237.0,-33.60761259,-62.62614057,14063010000,Alejo Ledesma,14.0,Cordoba
1238.0,-33.64116328,-62.40278901,14063020000,Arias,14.0,Cordoba
1239.0,-33.12374083,-62.09659546,14063030000,Camilo Aldao,14.0,Cordoba
1240.0,-33.24720281,-62.26973836,14063040000,Capitan General Bernardo O`Higgins,14.0,Cordoba
1241.0,-33.4783349,-62.33934646,14063050000,Cavanagh,14.0,Cordoba
1242.0,-33.25854115,-62.60816283,14063060000,Colonia Barge,14.0,Cordoba
1243.0,-33.31191809,-62.18079879,14063070000,Colonia Italiana,14.0,Cordoba
1244.0,-32.88836793,-61.93478259,14063080000,Colonia Veinticinco,14.0,Cordoba
1245.0,-33.28162199,-62.18545089,14063090000,Corral De Bustos,14.0,Cordoba
1246.0,-33.00699473,-61.8109726,14063100000,Cruz Alta,14.0,Cordoba
1247.0,-33.12201718,-62.30372126,14063110000,General Baldissera,14.0,Cordoba
1248.0,-32.73051153,-61.91713871,14063120000,General Roca,14.0,Cordoba
1249.0,-33.46174113,-62.43914345,14063130000,Guatimozin,14.0,Cordoba
1250.0,-32.94384052,-62.23054875,14063140000,Inriville,14.0,Cordoba
1251.0,-33.24010715,-62.40442655,14063150000,Isla Verde,14.0,Cordoba
1252.0,-32.65839141,-62.29991463,14063160000,Leones,14.0,Cordoba
1253.0,-32.98438263,-62.02370399,14063170000,Los Surgentes,14.0,Cordoba
1254.0,-32.69130998,-62.10579467,14063180000,Marcos Juarez,14.0,Cordoba
1255.0,-32.91752803,-62.4576576,14063190000,Monte Buey,14.0,Cordoba
1256.0,-32.40641164,-62.10298318,14063210000,Saira,14.0,Cordoba
1257.0,-32.93316049,-62.34287743,14063220000,Saladillo,14.0,Cordoba
1258.0,-32.74877758,-62.3306744,14063230000,Villa Elisa,14.0,Cordoba
1259.0,-31.03811427,-65.27758885,14070010000,Cienaga Del Coro,14.0,Cordoba
1260.0,-30.80179741,-65.64405214,14070020000,El Chacho,14.0,Cordoba
1261.0,-31.12421016,-65.22690021,14070030000,Estancia De Guadalupe,14.0,Cordoba
1262.0,-31.09753571,-65.32818751,14070040000,Guasapampa,14.0,Cordoba
1263.0,-31.03502574,-65.34531222,14070050000,La Playa,14.0,Cordoba
1264.0,-31.17559042,-65.10170543,14070060000,San Carlos Minas,14.0,Cordoba
1265.0,-31.24969247,-65.16720004,14070070000,Talaini,14.0,Cordoba
1266.0,-30.94994256,-65.30992774,14070080000,Tosno,14.0,Cordoba
1267.0,-31.41728202,-65.44534213,14077010000,Chancani,14.0,Cordoba
1268.0,-31.38000762,-65.28997572,14077020000,Las Palmas,14.0,Cordoba
1269.0,-31.3754115,-65.03860115,14077030000,Los Talares,14.0,Cordoba
1270.0,-31.31516167,-65.09102606,14077040000,Salsacate,14.0,Cordoba
1271.0,-31.340952,-64.91319497,14077050000,San Geronimo,14.0,Cordoba
1272.0,-31.35702897,-64.97645193,14077060000,Tala Cañada,14.0,Cordoba
1273.0,-31.34540005,-65.08011687,14077070000,Taninga,14.0,Cordoba
1274.0,-31.48808948,-65.28303539,14077080000,Villa De Pocho,14.0,Cordoba
1275.0,-34.00983248,-63.92253675,14084010000,General Levalle,14.0,Cordoba
1276.0,-33.95186112,-62.97448941,14084020000,La Cesira,14.0,Cordoba
1277.0,-34.12361221,-63.38864631,14084030000,Laboulaye,14.0,Cordoba
1278.0,-34.20407885,-62.97688895,14084040000,Leguizamon,14.0,Cordoba
1279.0,-34.34831912,-63.44717144,14084050000,Melo,14.0,Cordoba
1280.0,-34.05112112,-63.73215329,14084060000,Rio Bamba,14.0,Cordoba
1281.0,-34.17179073,-63.15347985,14084070000,Rosales,14.0,Cordoba
1282.0,-34.51063956,-63.7132747,14084080000,San Joaquin,14.0,Cordoba
1283.0,-34.4699819,-63.53755953,14084090000,Serrano,14.0,Cordoba
1284.0,-34.29793733,-63.26853971,14084100000,Villa Rossi,14.0,Cordoba
1285.0,-30.83752671,-64.53670046,14091010000,Barrio Santa Isabel,14.0,Cordoba
1286.0,-31.31230816,-64.46296964,14091020000,Bialet Masse,14.0,Cordoba
1288.0,-31.32668744,-64.45446895,14091020002,San Roque Del Lago,14.0,Cordoba
1289.0,-31.3931049,-64.56356526,14091030000,Cabalango,14.0,Cordoba
1290.0,-30.85639667,-64.52626888,14091040000,Capilla Del Monte,14.0,Cordoba
1291.0,-31.16971299,-64.47762143,14091050000,Casa Grande,14.0,Cordoba
1292.0,-30.77208691,-64.54415955,14091060000,Charbonier,14.0,Cordoba
1293.0,-31.24057122,-64.46553126,14091070000,Cosquin,14.0,Cordoba
1294.0,-31.47877819,-64.57734669,14091080000,Cuesta Blanca,14.0,Cordoba
1295.0,-31.38425971,-64.51733082,14091090000,Estancia Vieja,14.0,Cordoba
1296.0,-31.06009272,-64.48430427,14091100000,Huerta Grande,14.0,Cordoba
1297.0,-30.97924615,-64.49090871,14091110000,La Cumbre,14.0,Cordoba
1298.0,-31.09196499,-64.48644178,14091120000,La Falda,14.0,Cordoba
1299.0,-31.51822566,-64.53459288,14091130000,Las Jarillas,14.0,Cordoba
1300.0,-30.92697749,-64.50261239,14091140000,Los Cocos,14.0,Cordoba
1301.0,-31.29767475,-64.57498135,14091150000,Mallin,14.0,Cordoba
